"App","Rating","Reviews","Type","Content Rating","Genres"
"CKZ ORIGINS",4.5,219821,"Free","Mature 17+","Action"
"CL-App",4.7,6,"Free","Everyone","Medical"
"CL-Phlebotomist",4.7,19,"Free","Everyone","Medical"
"CL Clock",2.7,7,"Free","Everyone","Business"
"CL e-bank",4,210,"Free","Everyone","Finance"
"CL Keyboard - Myanmar Keyboard (No Ads)",5,24,"Free","Everyone","Tools"
"CL Mobile - Classifieds for Craigslist",4.4,27275,"Free","Teen","Shopping"
"CL Mobile Pro - Classifieds for Craigslist",4.1,1288,"Free","Mature 17+","Shopping"
"CL Notifier",5,36,"Free","Teen","Tools"
"CL Pebble Apps",3.6,67,"Free","Everyone","Lifestyle"
"CL Pro App for Craigslist",4,119,"Free","Everyone","Shopping"
"CL Pro Client for Craigslist",3.6,48,"Free","Everyone","Shopping"
"CL REPL",5,47,"Free","Everyone","Tools"
"CL Strength",5,3,"Free","Everyone","Health & Fitness"
"ClanHQ",2.7,560,"Free","Everyone","Communication"
"ClanManagerTT2",4.7,55,"Free","Everyone","Casual"
"ClanPlay: Community and Tools for Gamers",4.8,34443,"Free","Teen","Communication"
"Clarksburg AH",1,1,"Free","Everyone","Medical"
"Clash of Axe: Flippy Lumberjack Action X",4.3,6,"Free","Everyone","Action"
"Clash of Kings : The King Of Fighters version",4.2,2233681,"Free","Teen","Strategy"
"Clash Soundboard For CR & COC",4.3,13,"Free","Everyone","Entertainment"
"Classic Calculator",4,85659,"Free","Everyone","Tools"
"Classic FC 64 IN 1",4.2,1749,"Free","Everyone","Casual"
"Classic Words Solo",4.4,135739,"Free","Everyone","Word"
"Classical music for baby",4.8,1940,"Free","Everyone","Parenting"
"Clean Master- Space Cleaner & Antivirus",4.7,42916526,"Free","Everyone","Tools"
"Clean Master Lite - For Low-End Phone",4.6,2246379,"Free","Everyone","Tools"
"Clean My Android",4.7,101163,"Free","Everyone","Productivity"
"Clear",3.1,24151,"Free","Everyone","Tools"
"ClearCareGo Caregiver",4.2,1746,"Free","Everyone","Medical"
"ClickMeeting Webinars",3.8,5211,"Free","Everyone","Business"
"Climatempo Lite - 15 day weather forecast",4,634,"Free","Everyone","Weather"
"Clinic Doctor EHr",5,2,"Free","Everyone","Medical"
"Clock L",3.9,2852,"Free","Everyone","Personalization"
"Cloud DX Connected Health",5,6,"Free","Everyone","Health & Fitness"
"Cloud of Books",3.3,1862,"Free","Everyone","Books & Reference"
"Cloud Print",4.1,282460,"Free","Everyone","Productivity"
"cloudLibrary",4,10774,"Free","Everyone","Books & Reference"
"Club",4.4,3786,"Free","Everyone","Medical"
"Club Penguin Island",2.8,107441,"Free","Everyone","Casual"
"Clue",4.6,19922,"Paid","Everyone 10+","Board"
"Clumsy Santa ER Surgery",4.1,214,"Free","Teen","Casual"
"CM AppLock",4.1,843,"Free","Everyone","Tools"
"CM AppLock Fingerprint 2018",4.4,1264,"Free","Everyone","Tools"
"CM Apps",3.8,3341,"Free","Everyone","Tools"
"CM FILE MANAGER",4.4,953790,"Free","Everyone","Tools"
"CM FILE MANAGER Pro",4.2,2359,"Paid","Everyone","Business"
"CM Launcher 3D Pro<U+0001F48E>",4.7,23802,"Paid","Everyone","Personalization"
"CM Launcher Default Theme",4.5,3989,"Free","Everyone","Personalization"
"CM S Pen Add-on(ROOT)",3.6,373,"Free","Everyone","Tools"
"CM Secure Browser (Authorized)",4.2,1147,"Free","Everyone","Tools"
"CM Security Lite - Antivirus",4.6,262076,"Free","Everyone","Tools"
"cm to inches | centimeters to inches conversion",4.8,52,"Free","Everyone","Tools"
"CM Transfer - Share any files with friends nearby",4.6,71740,"Free","Everyone","Communication"
"CN Resident",5,1,"Free","Everyone","Entertainment"
"CN Sayin' - Cartoon Network",4.5,85,"Free","Everyone","Entertainment"
"CN Summer Challenge",3.7,985,"Free","Everyone","Entertainment"
"CN Superstar Soccer: Goal!!!",4.1,3863,"Paid","Everyone","Sports"
"CNY Slots : Gong Xi Fa Cai <U+53D1><U+8D22><U+673A>",3.6,33,"Free","Teen","Casino"
"Co-op Connections",1.6,8,"Free","Everyone","Shopping"
"Co-op Credit Union on the Go",4.4,5,"Free","Everyone","Finance"
"Co-op CRS",3.6,581,"Free","Everyone","Lifestyle"
"Co-op Taxi",3.4,168,"Free","Everyone","Maps & Navigation"
"Co-Optima Mobile",4.4,218,"Free","Everyone","Finance"
"Co Checker",1.9,12,"Free","Everyone","Tools"
"Coast To Coast AM Insider",3.9,4581,"Free","Everyone","News & Magazines"
"Cochrane Library",3.7,3,"Free","Everyone","Medical"
"Code",4.4,239242,"Free","Everyone","Video Players & Editors"
"Code on the egg",3.9,146,"Free","Everyone","Tools"
"codeEazy - C/C++/JAVA",4.6,130,"Free","Everyone","Education"
"Codes for GTA San Andreas",3.8,12414,"Free","Everyone","Entertainment"
"codeSpark Academy & The Foos",4.1,4522,"Free","Everyone","Educational"
"Collage&Add Stickers papelook",4,32896,"Free","Everyone","Photography"
"Color by Disney",2.7,5706,"Free","Everyone","Entertainment"
"Color by Number - Draw Sandbox Pixel Art",4.6,10247,"Free","Everyone","Entertainment"
"Color By Number - Sandbox Pixel Coloring Book",4.7,24557,"Free","Everyone","Casual"
"Color by Number: Pixel Art",4.6,12034,"Free","Everyone","Entertainment"
"Color By Numbers - Art Game for Kids and Adults",3.1,305,"Free","Everyone","Educational"
"Color Changer Pro [root]",4.5,69,"Paid","Everyone","Personalization"
"Color CL",5,2,"Free","Everyone","Lifestyle"
"Color Flashlight",4.2,472904,"Free","Everyone","Tools"
"Color Quartets",4,42,"Free","Everyone","Casual"
"Color Road",4.1,84911,"Free","Everyone","Arcade"
"Color Touch Effects",3.8,167652,"Free","Everyone","Photography"
"Colorfit - Drawing & Coloring",4.7,20260,"Free","Everyone","Art & Design"
"ColorFul - Adult Coloring Book",4.6,50725,"Free","Everyone","Entertainment"
"Colorful Glitter Neon Butterfly Keyboard Theme",4.3,2056,"Free","Everyone","Personalization"
"Coloring & Learn",4.4,12753,"Free","Everyone","Educational"
"Coloring Book at Five Nights",4,532,"Free","Everyone","Educational"
"Coloring Book for Me & Mandala",4.6,401211,"Free","Everyone","Entertainment"
"Colors of white in Urdu",4.5,36,"Free","Everyone","Beauty"
"ColorSnap<U+00AE> Visualizer",3.4,3280,"Free","Everyone","House & Home"
"Combat BF: Black Ops 3",4.2,7699,"Free","Mature 17+","Action"
"Combat Strike CS <U+0001F52B> Counter Terrorist Attack FPS<U+0001F4A3>",4.1,1019,"Free","Teen","Action"
"Comboios de Portugal",3.4,1147,"Free","Everyone","Maps & Navigation"
"Comic Es - Shojo manga / love comics free of charge <U+266A> <U+266A>",3.9,2181,"Free","Teen","Comics"
"comico Popular Original Cartoon Updated Everyday Comico",3.2,93965,"Free","Teen","Comics"
"Comics",4.1,45651,"Free","Teen","Comics"
"Comics Reader",3.9,4496,"Free","Everyone","Comics"
"Commando Adventure Assassin",4,51067,"Free","Teen","Action"
"Commission Manager",3.2,12,"Free","Everyone","Productivity"
"Common Core",4,835,"Free","Everyone","Education"
"Commonwealth CU Go Mobile",4.3,231,"Free","Everyone","Finance"
"Community by C Space",4.7,707,"Free","Everyone","Lifestyle"
"Companion for Fortnite & Fortnite Battle Royale",4.6,2736,"Free","Everyone","Entertainment"
"Company Kitchen",2.8,81,"Free","Everyone","Lifestyle"
"Compass",4.3,286454,"Free","Everyone","Maps & Navigation"
"Complete Anatomy for Android",4.1,90,"Free","Everyone","Medical"
"Complete Spanish Movies",4,11656,"Free","Everyone","Entertainment"
"Comptia A+ 220-901 & 220-902",4.4,174,"Free","Everyone","Education"
"CompTIA A+ Pocket Prep",4.3,1311,"Free","Everyone","Education"
"CompTIA Exam Training",4.8,3053,"Free","Everyone","Education"
"COMSATS BOOK STORE FOR BS(CS)",5,15,"Free","Everyone","Education"
"Comunidad De Fe Minitries",5,19,"Free","Everyone","Lifestyle"
"Connect'Em",4.5,49381,"Free","Everyone","Puzzle"
"Connect'Em Halloween",4.5,6673,"Free","Everyone","Puzzle"
"Connect.ae - Local Search UAE",3.9,194,"Free","Everyone","Travel & Local"
"ConnectLine",3.1,253,"Free","Everyone","Medical"
"Contacts",4.3,66602,"Free","Everyone","Communication"
"Contacts+",4.2,190613,"Free","Everyone","Communication"
"Content Transfer",4.7,19302,"Free","Everyone","Productivity"
"Contents Provider(C.P.)Explorer",4,1,"Free","Everyone","Tools"
"CONTRACT KILLER: ZOMBIES",4.4,144545,"Free","Teen","Action"
"CONTRACT KILLER: ZOMBIES (NR)",4.4,206602,"Free","Mature 17+","Action"
"Contractor City Construction - Heavy Logistics",4.2,31,"Free","Everyone","Simulation"
"Control Center iOS 11 - Phone X Control Panel",4.1,1925,"Free","Everyone","Tools"
"Control Center iOS 11 - Phone X notifications",4.3,514,"Free","Everyone","Tools"
"Convert Coordinates DM to DMS",4.3,15,"Free","Everyone","Maps & Navigation"
"Convert degree Celsius to Fahrenheit or <U+00B0>F to <U+00B0>C",4.4,51,"Free","Everyone","Tools"
"converter video to mp3",4.4,783,"Free","Everyone","Libraries & Demo"
"ConvertPad - Unit Converter",4.4,90831,"Free","Everyone","Tools"
"Cook'n Recipe App",3.4,552,"Free","Everyone","Lifestyle"
"Cook 'n Learn Smart Kitchen",3.5,205,"Free","Everyone","Educational"
"Cook Baked Lasagna",4.2,56259,"Free","Everyone","Casual"
"Cookbook Recipes",4.1,46539,"Free","Teen","Food & Drink"
"Cooking Channel",4.1,1033,"Free","Teen","Entertainment"
"Cooking in the Kitchen",4.1,217736,"Free","Everyone","Casual"
"Cooking Madness - A Chef's Restaurant Games",4.7,358817,"Free","Everyone","Arcade"
"Cookpad",4.5,131569,"Free","Everyone","Food & Drink"
"Cookpad - FREE recipe search makes fun cooking <U+00B7> musical making!",4.1,64784,"Free","Everyone","Food & Drink"
"Cool Popular Ringtones 2018 <U+0001F525>",4.5,60170,"Free","Everyone","Libraries & Demo"
"Cool Reader",4.5,246315,"Free","Everyone","Books & Reference"
"Cops N Robbers",4,37789,"Free","Teen","Adventure"
"Cops N Robbers - FPS Mini Game",4.2,156862,"Free","Everyone 10+","Action"
"Cops N Robbers 2",4.1,63680,"Free","Everyone 10+","Adventure"
"Cordova BG Geolocation",3,4,"Free","Everyone","Maps & Navigation"
"Couch to 10K Running Trainer",4.6,10445,"Free","Everyone","Health & Fitness"
"Couch to 5K by RunDouble",4.7,15674,"Free","Everyone","Health & Fitness"
"Couchsurfing Travel App",4.4,61776,"Free","Teen","Travel & Local"
"Council Voting Calculator",3.9,33,"Free","Everyone","Communication"
"Counter Attack - Multiplayer FPS",4.3,112565,"Free","Teen","Action"
"Counter Deck Calculator for CR",4.1,3446,"Free","Everyone","Tools"
"Counter Online FPS Game",4.2,41089,"Free","Teen","Action"
"Counter Terrorist Attack",3.9,145931,"Free","Teen","Action"
"Counter Terrorist Gun Strike CS: Special Forces",4.2,211,"Free","Teen","Action"
"Coupang",4.6,308234,"Free","Everyone","Shopping"
"Coupon Mob - Discount Coupons",3,2,"Free","Everyone","Shopping"
"Coupon Sherpa",4.4,7793,"Free","Everyone","Shopping"
"Coupons for Burger King",4.5,41,"Free","Teen","Food & Drink"
"Coupons for Dairy Queen",4.6,42,"Free","Teen","Food & Drink"
"Coupons.com <U+0096> Grocery Coupons & Cash Back Savings",4.2,24953,"Free","Everyone","Shopping"
"Courier Journal",3.5,254,"Free","Everyone 10+","News & Magazines"
"Cover Camera for FB",3.8,742,"Free","Everyone","Photography"
"Cover Fire: offline shooting games for free",4.7,725897,"Free","Teen","Action"
"Cozi Family Organizer",4.4,56713,"Free","Everyone","Productivity"
"CP Brown English-Telugu Dictionary",4.4,8,"Free","Everyone","Education"
"CP Calculator",4.1,187,"Free","Everyone","Entertainment"
"CP Calculator - Poke Go Calc",4.1,7,"Free","Everyone","Entertainment"
"Cp Calculator for Evolution:GO",4.8,124,"Free","Everyone","Entertainment"
"CP Channel",4.6,7,"Free","Everyone 10+","Education"
"CP Clicker",4.2,251,"Free","Everyone","Lifestyle"
"CP Creepypasta",3.8,128,"Free","Teen","Entertainment"
"CP Dialer",4.3,64,"Free","Teen","Social"
"CP evolution calculator Pokemo",4.1,78,"Free","Everyone","Educational"
"CP Federal Mobile",3.6,180,"Free","Everyone","Finance"
"CP HAPPS - Pittsburgh Events",3.8,85,"Free","Teen","Lifestyle"
"CP Installer App",5,4,"Free","Everyone","Business"
"CP Plus Showcase",4.3,236,"Free","Everyone","Business"
"CP RACING 2 FREE",4,4607,"Free","Everyone","Simulation"
"CP Ready",4.5,56,"Free","Everyone","Business"
"CP Surprise",3.8,2548,"Free","Everyone","Lifestyle"
"CP ToolBox",4.6,70,"Free","Everyone","Business"
"CP Trivia",5,5,"Free","Everyone","Trivia"
"CPlus for Craigslist - Officially Licensed",4.5,8096,"Free","Mature 17+","Lifestyle"
"cPro Marketplace: Buy. Sell. Rent. Date. Jobs.",4.4,385764,"Free","Mature 17+","Shopping"
"CPU-Z",4.5,295430,"Free","Everyone","Tools"
"CQ",3.7,7,"Free","Everyone 10+","News & Magazines"
"CQ ESPM",5,2,"Free","Everyone","Business"
"CQ Hotels",4.3,15,"Free","Everyone","Travel & Local"
"CQ Mobile",2.7,36,"Free","Everyone","Finance"
"CQ: Lost In Transmission",4.2,4,"Free","Everyone","Action"
"CR-Red",4.5,561,"Free","Everyone","Personalization"
"CR-V Service Manual",4.2,12,"Free","Everyone","Auto & Vehicles"
"CR & CoC Private Server - Clash Barbarians PRO",4.6,167974,"Free","Everyone","Entertainment"
"Cr Aviation Academy",5,7,"Free","Everyone","Education"
"CR Best Decks",3.5,34,"Free","Everyone","Strategy"
"CR Blue Icon Pack",4.5,323,"Free","Everyone","Personalization"
"CR Calculator",4.3,297,"Free","Everyone","Tools"
"CR Family",2.3,10,"Free","Everyone","Education"
"CR Magazine",1,1,"Free","Everyone","Business"
"CR Tracker for Chests",5,6,"Free","Everyone","Tools"
"Crack Attack",4.3,31970,"Free","Everyone","Puzzle"
"Crack the blue angry birds egg",3.2,85,"Free","Everyone","Puzzle"
"Crayola Color Blaster",3.8,17,"Free","Everyone","Arcade"
"Crazy Bike attack Racing New: motorcycle racing",4.2,20364,"Free","Everyone","Racing"
"Crazy Colors: Bubbles Matching",4.6,3063,"Free","Everyone","Board"
"Crazy Doctor",4,267636,"Free","Teen","Role Playing"
"Crazy ER Open Heart Surgery Simulator",4,2936,"Free","Everyone","Simulation"
"Crazy Freekick",3.9,47688,"Free","Everyone","Sports"
"Crazy Wheels",4,121082,"Free","Teen","Adventure"
"Create A Superhero HD",3.3,8642,"Free","Teen","Casual"
"Create apps fast with beautiful design and no code",3.7,23729,"Free","Everyone","Business"
"Creative Destruction",4.4,201426,"Free","Teen","Action"
"Creative Ideas - DIY & Craft",4,5208,"Free","Teen","Lifestyle"
"Credit Sesame",4.3,25166,"Free","Everyone","Finance"
"CreditWise from Capital One",4.6,26587,"Free","Everyone","Finance"
"Cricket Visual Voicemail",3.9,13698,"Free","Everyone","Communication"
"CricQuick",5,17,"Free","Everyone","Sports"
"Crime Wars S. Andreas",4.3,5785,"Free","Teen","Racing"
"Crisis Action: 2018 NO.1 FPS",4.3,807226,"Free","Teen","Action"
"Cristiano Ronaldo Wallpaper",4.6,1733,"Free","Everyone","Sports"
"CritDice - Dice Roller",4.7,2910,"Free","Everyone","Entertainment"
"Critical Care Paramedic Review",4.4,17,"Paid","Everyone 10+","Medical"
"Critical Ops",4.4,1397944,"Free","Teen","Action"
"Critical Strike CS: Counter Terrorist Online FPS",4.3,22773,"Free","Mature 17+","Action"
"cronometer (ad free)",3.9,1075,"Paid","Everyone","Health & Fitness"
"CrossFire: Legends",4.3,144040,"Free","Teen","Action"
"Crusaders Quest",4.4,475020,"Free","Everyone 10+","Role Playing"
"Crypto Tracker by BitScreener",4.7,396,"Free","Everyone","Finance"
"CS-Touch",3.9,337,"Free","Everyone","Education"
"CS & IT Interview Questions",5,43,"Free","Everyone","Education"
"CS Browser | #1 & BEST BROWSER",3.8,52,"Free","Everyone","Communication"
"CS Browser Beta",4.3,125,"Free","Everyone","Communication"
"CS Customizer",3.7,25,"Free","Everyone","Communication"
"CS Guns Shoot",3.7,433,"Free","Teen","Entertainment"
"CS Interview FAQs",4.3,99,"Free","Everyone","Education"
"CS Interview Questions (TechQ)",4.8,33,"Free","Everyone","Education"
"CS16Client",4.3,8668,"Free","Teen","Action"
"CSCS BG (<U+0432> <U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0438>)",2.4,7,"Paid","Everyone","Education"
"CT-ART 4.0 (Chess Tactics 1200-2400 ELO)",4.8,8191,"Free","Everyone","Board"
"CT-Guide & Positioning",3.7,6,"Free","Everyone","Education"
"CT-REMOTE",3.3,19,"Paid","Everyone","Action"
"CT-Stream Player",3.9,84,"Free","Everyone","Entertainment"
"CT - DTC Lookup",4.1,41,"Free","Everyone","Tools"
"CT Abdomen",4.3,7,"Free","Everyone","Education"
"CT Abdomen Pelvis",4,36,"Free","Everyone","Medical"
"CT Brain Interpretation",5,3,"Free","Everyone","Education"
"CT Cervical Spine",5,5,"Free","Everyone","Medical"
"CT Checkout",5,1,"Free","Everyone","Finance"
"CT Lottery",3.8,271,"Free","Teen","Entertainment"
"CT MyChiroTown Mobile",3.9,40,"Free","Everyone","Medical"
"CT Neck",4.4,7,"Free","Everyone","Medical"
"CT POSITIONING",4.5,18,"Free","Everyone","Medical"
"CT Prepares",2.6,13,"Free","Everyone","News & Magazines"
"CT Scan Generations",4.7,6,"Free","Everyone","Education"
"CT Scan Viewer 3D",4.2,6,"Free","Everyone","Medical"
"CT Sessions",4.3,62,"Free","Everyone","Medical"
"CTRL-F - Search the real world",4.4,607,"Free","Everyone","Productivity"
"CU of Colorado Mobile Banking",4,347,"Free","Everyone","Finance"
"CU SoCal Mobile Banking",4,253,"Free","Everyone","Finance"
"Cube Z (Pixel Zombies)",4.2,41444,"Free","Teen","Action"
"Culver's",3.9,1638,"Free","Everyone","Lifestyle"
"Cures A-Z",4,265,"Free","Everyone","Health & Fitness"
"Curio Quest",4.3,59152,"Free","Everyone 10+","Role Playing"
"Current debit card and app made for teens",4.3,685,"Free","Everyone","Finance"
"Curriculum Vitae",3.7,3757,"Free","Everyone","Business"
"Curriculum Vitae - Resume CV",2.6,80,"Free","Everyone","Productivity"
"Cursive Writing Wizard - Handwriting",4,3745,"Free","Everyone","Education"
"Cut Out : Background Eraser and background changer",4.1,7118,"Free","Everyone","Photography"
"Cut the Rope GOLD",4.6,61264,"Paid","Everyone","Puzzle"
"Cute Dolphin Keyboard",4.5,237,"Free","Everyone","Personalization"
"Cute Images for Whatsapp",4.4,634,"Free","Teen","Entertainment"
"Cute Pet Puppies",4,10447,"Free","Everyone","Simulation"
"Cute Questions BF",4,3,"Free","Everyone","Lifestyle"
"Cute wallpapers & kawaii backgrounds images",4.6,4724,"Free","Everyone","Personalization"
"Cutie Cubies",4.4,6356,"Free","Everyone","Puzzle"
"CV-Library Job Search",4.4,6997,"Free","Everyone","Business"
"CV-RECORD Pro",2.3,42,"Paid","Everyone","Communication"
"CV Builder",3.8,203,"Free","Everyone","Business"
"CV Builder for Smart Resumes",3.4,22,"Free","Everyone","Business"
"CV Creator",4.4,31,"Free","Everyone","Education"
"CV Engineer - Free Resume Maker & CV Templates",4.6,213,"Free","Everyone","Business"
"CV EXAMPLES",4.1,423,"Free","Everyone","Business"
"CV Examples 2018",4.5,625,"Free","Everyone","Education"
"CV Formats 2018",4.3,374,"Free","Everyone","Education"
"CV Maker",3.2,114,"Free","Everyone","Personalization"
"Cv maker / Job cv maker",4.4,14,"Free","Everyone","Education"
"CV maker for Job Applications and Resume Maker",4.2,75,"Free","Everyone","Tools"
"CV Maker for Job Applications:Photo Resume Builder",4,114,"Free","Everyone","Tools"
"CV Maker Pro",3.7,113,"Free","Everyone","Business"
"CV S ( CV Editor - Resume )",4.5,3972,"Free","Teen","Business"
"CV Samples 2018",4.3,34,"Free","Everyone","Business"
"CV Templates 2018",4,13,"Free","Everyone","Education"
"CVRIA",4.7,68,"Free","Everyone","Business"
"CVS Caremark",3.5,3707,"Free","Everyone","Medical"
"CW Beacon for Ham Radio",4.8,10,"Paid","Everyone","Communication"
"CW Deposit",3,4,"Free","Everyone","Business"
"CW Nuclear",3.3,15,"Free","Everyone","Books & Reference"
"CW Studio <U+00AE>",3.8,9,"Paid","Everyone","Communication"
"CW TV",1.7,367,"Free","Everyone","News & Magazines"
"CWT To Go",4.4,20313,"Free","Everyone","Travel & Local"
"CX-10DS",3.4,12,"Free","Everyone","Casual"
"CX-10WiFi",4,1419,"Free","Everyone","Casual"
"CX-17WIFI",4.3,49,"Free","Everyone","Entertainment"
"cx-32wifi",4.1,62,"Free","Everyone","Entertainment"
"cx-33wifi",4.4,63,"Free","Everyone","Entertainment"
"CX-37",3.9,13,"Free","Everyone","Casual"
"CX-40",3,2,"Free","Everyone","Entertainment"
"CX-60",3.1,19,"Free","Everyone","Casual"
"CX-OF",4.2,18,"Free","Everyone","Entertainment"
"CX-WiFi720P",3.1,47,"Free","Everyone","Entertainment"
"cx advance call blocker",5,3,"Free","Everyone","Personalization"
