Identificador;Comuna;Link;Tipo;Habitaciones;Banos;Estacionamientos;Metros cuadrados;Direccion
C13249322;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-lo-herrera-san-bernardo/3421434;Casa;5;4;4;230;San Bernardo, Condominio Lo Herrera, San Bernardo
C13249323;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3153393;Casa;4;2;2;125;NA
C13249325;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-nos-los-morrosav-portales-ote/3077848;Casa;3;3;No;85;San Bernardo, Camino nos los morros/av portales ote
C13249326;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-cumbres-de-nos/3513759;Casa;3;3;2;117;San Bernardo, Condominio Cumbres de Nos
C13249327;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-parque-balmaceda/3513793;Casa;4;3;2;108.9;San Bernardo, Condominio Parque Balmaceda
C13249328;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtadolos-morros/3436373;Casa;3;3;No;110;San Bernardo, Padre Hurtado/Los Morros
C13249329;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/estacion-san-bernardo/3372679;Casa;3;2;1;125;San Bernardo, Estaci<f3>n San Bernardo
C13249330;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-padre-hurtado/3660674;Casa;3;2;2;90;San Bernardo, Avenida Padre Hurtado
C13249348;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/3559694;Casa;4;3;3;170;NA
C13249349;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/departamentalleon-pradogran-avenida/1916055;Casa;8;3;1;253;San Miguel, Departamental/Le<f3>n Prado/Gran Avenida
C13249350;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidavaras-mena/1607717;Casa;5;3;No;242;San Miguel, Gran Avenida/Varas Mena
C13249351;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/sta-adela-5250/3669723;Casa;4;2;2;200;San Miguel, Sta Adela 5250
C13249352;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/el-peral-5301/3530823;Casa;4;3;3;156;San Miguel, El Peral 5301
C13249353;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/jose-joaquin-prietoavda-la-marina/3684757;Casa;4;2;No;160;San Miguel, Jos<e9> Joaqu<ed>n Prieto/Avda. La Marina
C13249354;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-nicolasteodoro-smigh/3603846;Casa;4;3;No;92;San Miguel, San Nicolas/Teodoro Smigh
C13249355;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-ignaciobarros-luco/2344914;Casa;4;2;No;109;San Miguel, San Ignacio/Barros Luco
C13249356;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenida1ra-transversal/1438477;Casa;6;2;No;180;San Miguel, Gran avenida/1ra. Transversal
C13249358;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidadecima-avenida/2894105;Casa;6;3;No;230;San Miguel, Gran Avenida/Decima Avenida
C13249360;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/avenida-lo-ovallesebastopol/3027884;Casa;1;1;No;400;San Miguel, Avenida Lo Ovalle/Sebastopol
C13249361;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/3702996;Casa;3;2;2;105;NA
C13249362;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/cuarta-avenida-1502/3666868;Casa;3;2;2;105;San Miguel, Cuarta Avenida 1502
C13249363;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/panamericadasan-ignacio/3323652;Casa;3;2;No;143;San Miguel, Panamericada/San Ignacio
C13249364;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/santa-albinadepartamental/2501572;Casa;4;2;No;130;San Miguel, Santa albina/departamental
C13249365;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel/3573940;Casa;7;3;8;500;San Miguel, San miguel
C13249367;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/piramide-1016/2712326;Casa;5;4;2;180;San Miguel, Piramide 1016
C13249368;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/valenzuela-puelma-2679/2993333;Casa;3;2;3;75;San Miguel, Valenzuela Puelma 2679
C13249369;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/el-cairollico-piramide/2491516;Casa;5;2;No;229;San Miguel, El Cairo/Llico /Piramide
C13249370;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidablanco-viel-pf/1984435;Casa;6;2;No;200;San Miguel, Gran avenida/blanco viel. P.F.
C13249371;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/leon-tolstoiamerica/3630223;Casa;4;3;No;177;San Miguel, Leon tolstoi/america
C13249372;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/av-lazocarlos-edwards/3188192;Casa;3;2;No;111;San Miguel, Av. Lazo/Carlos Edwards
C13249373;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/enrique-matte-1561/3613474;Casa;3;3;2;148;San Miguel, Enrique Matte 1561
C13249374;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-nicolas/2733577;Casa;6;3;5;240;San Miguel, San Nicol<e1>s
C13249376;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/tannenbaumpetersburgo/2929277;Casa;7;3;No;200;San Miguel, Tannenbaum/petersburgo
C13249377;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-franciscollico/2604942;Casa;6;3;No;136;San Miguel, San Francisco/Llico
C13249378;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/avenida-departamental/3521175;Casa;3;3;2;240;San Miguel, Avenida Departamental
C13249379;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/tristan-mattadepartamental/3103486;Casa;4;2;No;124;San Miguel, Trist<e1>n Matta/Departamental
C13249381;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/av-jj-prieto-departamental/2296067;Casa;3;1;No;90;San Miguel, Av. J.J. Prieto, Departamental
C13249382;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gauscarlos-edwards/2927355;Casa;6;3;No;212;San Miguel, Gaus/carlos edwards
C13249383;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidacarlo-w-marrtinez/3643384;Casa;3;1;No;80;San Miguel, Gran Avenida/Carlo W. Marrtinez
C13249384;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidadepartamental/3511987;Casa;4;2;No;120;San Miguel, Gran avenida/departamental
C13249385;San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/3473182;Casa;3;1;2;180;NA
C13249391;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-eliecer-parada-simon-bolivar/3064636;Casa;3;3;2;260;Santiago, Av. Eli<e9>cer parada , simon bolivar
C13249393;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/lord-cochrane-plaza-almagrosanta-isabel-santiago/3545594;Casa;5;2;No;871;Santiago, Lord Cochrane - Plaza Almagro/Santa Isabel - Santiago
C13249395;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carmensan-isidro/3155498;Casa;5;3;No;233;Santiago, Carmen/San Isidro
C13249396;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/transversal-uno/3490777;Casa;4;4;2;120;Santiago, Transversal Uno
C13249397;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/arturo-pratvictoria/3313510;Casa;6;7;No;127;Santiago, Arturo prat/victoria
C13249399;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-brasilbaquedano/2919616;Casa;14;10;1;650;Santiago, Av. Brasil/Baquedano
C13249400;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/camino-del-yunque/3570484;Casa;5;4;4;220;Santiago, Camino del Yunque
C13249403;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/enrique-olivares-la-florida-chile/2686193;Casa;3;2;7;103;Santiago, Enrique Olivares , La Florida, Chile
C13249405;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/barrio-patronato-loreto/1923404;Casa;8;3;No;324;Santiago, Barrio Patronato /Loreto
C13249407;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/los-manios/3668090;Casa;3;4;3;145;Santiago, Los ma<f1>ios
C13249408;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-einstein-715/3624458;Casa;8;3;4;190;Santiago, Av. Einstein 715
C13249409;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/rondizzonipedro-lagos/3079478;Casa;5;3;No;201;Santiago, Rondizzoni/Pedro Lagos
C13249410;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/club-hipico-blanco-encaladarepublica-barrio-universitario/3593359;Casa;10;5;No;327;Santiago, Club hipico / blanco encalada/republica  / barrio universitario
C13249411;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carlos-silva-vildosola/3540385;Casa;4;4;3;212;Santiago, Carlos Silva Vild<f3>sola
C13249412;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carmela-de-ramirez/3150042;Casa;4;2;4;150;Santiago, Carmela de Ram<ed>rez
C13249413;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/condominio-las-brisas-norte-chicureo/2906797;Casa;3;2;2;114;Santiago, Condominio Las Brisas Norte Chicureo
C13249414;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/club-house-ayres-de-chicureo/3582970;Casa;3;2;2;110;Santiago, Club house ayres de chicureo
C13249417;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/parque-brasil/3696755;Casa;3;1;4;140;Santiago, Parque Brasil
C13249418;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/km-35-desde-villarrica-a-freire/2417481;Casa;6;5;8;280;NA
C13249419;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/la-trilla/3430153;Casa;3;1;5;90;Santiago, La trilla
C13249420;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/antonio-maceo-3156/3634747;Casa;4;2;2;140;Santiago, Antonio Maceo 3156
C13249421;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/balmaceda/3352911;Casa;5;4;8;200;Santiago, Balmaceda
C13249422;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/condominio-chicureo-iii/3005208;Casa;8;6;8;407;Santiago, Condominio chicureo III
C13249424;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santa-elvirasierra-bella/2724275;Casa;7;2;No;321;Santiago, Santa Elvira/Sierra Bella
C13249425;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/nublegeneral-gana/2970364;Casa;10;10;No;300;Santiago, <d1>uble/General Gana
C13249426;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/alcalde-jorge-monckebergavda-grecia/3631970;Casa;4;2;3;121;Santiago, Alcalde Jorge Monckeberg/Avda Grecia
C13249428;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/el-arrayan/3655684;Casa;4;3;3;274;Santiago, El arrayan
C13249429;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/general-gana-santiago-concha/2351886;Casa;3;2;No;200;Santiago, General Gana, Santiago Concha
C13249430;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/camino-el-huinganal/3416092;Casa;4;4;4;314;Santiago, Camino El Huinganal
C13249431;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/huerfanosricardo-cumming/2811305;Casa;7;3;No;382;Santiago, Huerfanos/Ricardo Cumming
C13249432;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/bustos/2846290;Casa;3;2;2;241;Santiago, Bustos
C13249433;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/calle-seis/3666920;Casa;4;2;2;89;Santiago, Calle seis
C13249435;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/veintitres-de-febrero/3479595;Casa;5;4;3;140;Santiago, Veintitr<e9>s de Febrero
C13249437;Santiago;https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/condominio-algarrobos-iva/2686275;Casa;5;5;4;486;Santiago, Condominio Algarrobos IV-A
C13249438;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-tranquerasclub-sirio/3688260;Casa;4;4;No;110;Vitacura, Las Tranqueras/Club Sirio
C13249439;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-hualtataslauca/3726101;Casa;5;4;No;330;Vitacura, Las Hualtatas/Lauca
C13249440;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-alemangeronimo-de-alderete/3155120;Casa;5;4;No;187;Vitacura, Colegio aleman-geronimo de alderete
C13249441;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-nieves/2018526;Casa;6;4;No;230;Vitacura, Las nieves
C13249442;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/lo-beltranlas-tranqueras/3633622;Casa;3;2;No;70;Vitacura, Lo Beltr<e1>n/Las Tranqueras
C13249443;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/lo-arcayavitacura/1376958;Casa;7;5;No;475;Vitacura, Lo arcaya/vitacura
C13249445;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/benito-juarez-las-hualtatas-vitacura/3719078;Casa;4;3;No;250;Vitacura, Benito Juarez / Las Hualtatas / Vitacura
C13249446;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/vitacura-region-metropolitana/3162913;Casa;5;3;2;160;NA
C13249447;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/tabancura/1933271;Casa;6;5;No;238;Vitacura, Tabancura
C13249448;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-tranquerasvitacura/3516944;Casa;4;4;No;186;Vitacura, Las tranqueras-vitacura
C13249449;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/vitacura-las-hualtatas/3140889;Casa;3;2;No;115;Vitacura, Vitacura / Las Hualtatas
C13249451;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/geronimo-de-alderetelas-tranqueras/2941655;Casa;4;4;No;209;Vitacura, Geronimo de alderete-las tranqueras
C13249452;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-alemangeronimo-de-alderete/3556511;Casa;5;4;No;180;Vitacura, Colegio Aleman-Geronimo de Alderete
C13249454;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/via-azullo-curro/3470325;Casa;5;6;No;650;Vitacura, V<ed>a azul/lo curro
C13249455;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/cobres-de-vitacura/3535546;Casa;5;3;No;275;Vitacura, Cobres de Vitacura
C13249456;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/lo-curro/3391200;Casa;8;5;No;1400;Vitacura, Lo curro
C13249457;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-alemangeronimo-de-elderete/3449581;Casa;5;4;No;180;Vitacura, Colegio aleman-geronimo de elderete
C13249458;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-manquehuegemenis/3536194;Casa;3;3;No;140;Vitacura, Colegio Manquehue/G<e9>menis
C13249459;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/gran-via-via-roja/3336466;Casa;4;4;No;345;Vitacura, Gran v<ed>a / v<ed>a roja
C13249460;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/alianza-francesaluis-carrera/3357341;Casa;4;4;No;237;Vitacura, Alianza francesa-luis carrera
C13249461;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/los-laureles-alonso-de-cordova/2587375;Casa;3;3;No;200;Vitacura, Los Laureles - Alonso de C<f3>rdova
C13249462;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/entre-tupungato-y-las-hualtatas/3303509;Casa;2;2;No;100;Vitacura, Entre Tupungato y Las Hualtatas
C13249463;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/samotracia-lo-gallo-villa-el-aromo/3649041;Casa;5;3;2;111;Vitacura, Samotracia ,Lo Gallo,  Villa el Aromo
C13249464;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-hualtataskennedy/3462887;Casa;6;4;No;165;Vitacura, Las hualtatas/kennedy
C13249465;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/blaise-cendrars-geronimo-de-alderete/3728062;Casa;4;2;No;148;Vitacura, Blaise Cendrars / Geronimo de Alderete
C13249466;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/vitacura/3504738;Casa;5;4;No;180;Vitacura, Vitacura
C13249467;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/tranqueras-con-vitacura/2947608;Casa;3;1;No;88;Vitacura, Tranqueras con Vitacura
C13249468;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/via-rojagran-via/939522;Casa;5;4;No;416;Vitacura, V<ed>a roja/gran v<ed>a
C13249469;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/jardin-del-este/2609281;Casa;4;4;No;200;Vitacura, Jard<ed>n del Este
C13249470;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/av-vitacurawalter-scott/3688413;Casa;5;3;No;275;Vitacura, Av. Vitacura/Walter Scott
C13249471;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/4d3b2est-150m2-terreno-124m2-util-casa-costanera-el-manio-vitacura-parque-bicentenario/3667558;Casa;4;3;2;127;Vitacura, 4d+3b+2est 150m2 Terreno 124m2 <da>til Casa Costanera / El Ma<f1>io / Vitacura, Parque Bicentenario
C13249472;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/carlos-vaz-ferreirajoaquin-cerda/3447017;Casa;5;2;No;160;Vitacura, Carlos Vaz Ferreira/Joaquin Cerda
C13249473;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/apolo-iisscc-manquehue/2964087;Casa;3;3;No;140;Vitacura, Apolo ii/sscc manquehue
C13249474;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-aleman-manquehue/3350819;Casa;4;2;No;180;Vitacura, Colegio Alem<e1>n- Manquehue
C13249475;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-hualtataslouisiana/2765658;Casa;3;1;No;70;Vitacura, Las Hualtatas/Louisiana
C13249476;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/carolina-rabatcolegio-huelen/3556977;Casa;2;3;No;442;Vitacura, Carolina Rabat/Colegio Huel<e9>n
C13249477;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/francisco-de-aguirreluis-carrera/3622689;Casa;3;2;No;260;Vitacura, francisco de aguirre/luis carrera
C13249478;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/lo-curro/3504422;Casa;10;7;No;600;Vitacura, Lo curro
C13249479;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/padre-hurtadolo-beltran/3724826;Casa;6;2;No;155;Vitacura, Padre Hurtado/Lo Beltr<e1>n
C13249480;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/la-llaveriamonsenor-e-balaguer/3504077;Casa;5;4;No;151;Vitacura, La Llaver<ed>a/Monse<f1>or E. Balaguer
C13249481;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/ibiza-candelaria-goyenechea/2267067;Casa;4;3;No;211;Vitacura, Ibiza Candelaria Goyenechea
C13249482;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/islas-galapagosvitacura/2170176;Casa;3;2;No;120;Vitacura, Islas Galapagos/Vitacura
C13249483;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/vitacurafilomena-comas/964270;Casa;6;3;No;242;Vitacura, Vitacura/Filomena Comas
C13249484;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/lo-arcayaav-vitacura/3108211;Casa;5;3;No;230;Vitacura, Lo Arcaya/Av. Vitacura
C13249485;Vitacura;https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/candelaria-goyenechea-luis-carreracolegio-la-maisonette/3026501;Casa;4;2;No;215;Vitacura, Candelaria Goyenechea -Luis Carrera-Colegio La Maisonette
